Protein Id	Gene Symbol	DMSO_R1	DMSO_R2	DMSO_R3	DMSO_R4	Erl_R1	Erl_R2	Erl_R3	Erl_R4	Lap_R1	Lap_R2	Lap_R3	Lap_R4	Sor_R1	Sor_R2	Sor_R3	Sor_R4	Sun_R1	Sun_R2	Sun_R3	Sun_R4
sp|Q9H3K6|BOLA2_HUMAN	BOLA2	10.6565	10.3257	10.4956	10.6504	9.86798	10.0664	10.5511	10.6045	9.27788	9.43628	10.0461	9.4821	11.4637	11.0729	10.4545	10.59	8.90875	8.92387	8.58007	8.54559
sp|Q9H0X4|ITFG3_HUMAN	ITFG3	9.90683	8.95039	8.84638	10.2808	10.0023	10.8495	9.10496	10.4781	10.736	10.5878	10.4004	11.2532	9.29647	9.48723	8.78515	10.2365	10.4652	9.71835	9.79269	10.8219
sp|Q15526|SURF1_HUMAN	SURF1	9.27745	9.20873	9.10303	7.51895	9.65873	9.59552	8.3818	7.83297	10.0417	10.5566	10.5835	9.50427	9.36488	10.3865	11.4824	10.2466	11.1232	10.7867	13.3821	11.9643
sp|Q32NB8|PGPS1_HUMAN	PGS1	8.68014	8.65081	8.79298	9.01588	8.69207	9.4952	9.50244	8.97801	10.5731	10.931	11.5934	10.1262	9.76986	11.2284	10.4528	11.4118	10.7429	11.2365	10.377	9.74957
sp|O15056|SYNJ2_HUMAN	SYNJ2	10.0557	8.97291	10.3614	12.5097	11.5876	12.2868	11.9699	11.4931	10.4366	9.31382	10.0566	10.4145	9.58453	9.54781	8.963	7.608	9.43743	8.77688	8.09296	8.53087
sp|Q9P0B6|CC167_HUMAN	CCDC167	0	0	9.00486	10.0008	0	0	9.61993	10.3221	0	0	12.0245	9.83319	0	0	11.0794	10.644	0	0	9.01858	8.45266
sp|Q8TCZ2-5|C99L2_HUMAN	CD99L2	10.9096	7.88313	7.61572	7.68786	9.35642	8.47758	9.14573	11.4732	10.9657	11.5873	16.1843	11.4266	7.85492	9.97689	8.28761	7.84435	12.7374	10.2511	10.4402	9.89443
sp|Q9Y3I0|RTCB_HUMAN	RTCB	9.7471	10.3887	10.0647	9.95508	10.0419	9.81334	9.7933	10.2109	9.89015	9.9459	9.59732	10.2038	9.84437	10.111	10.1776	10.1045	9.9547	10.2628	9.95385	9.93887
sp|Q02224|CENPE_HUMAN	CENPE	0	0	11.0633	11.7393	0	0	13.5691	11.8588	0	0	10.899	9.56216	0	0	7.63342	6.40115	0	0	8.22193	9.0518
sp|Q6UX53|MET7B_HUMAN	METTL7B	9.8343	9.31844	8.44379	8.72266	10.538	9.71444	10.2177	11.1627	9.57012	10.3089	11.2038	11.4301	10.0705	10.1225	9.13316	10.0181	10.4917	10.0311	9.75477	9.91327
sp|O14657|TOR1B_HUMAN	TOR1B	9.36505	8.38068	9.6293	7.85312	10.812	10.905	10.0649	9.71339	9.72478	10.4477	10.4478	10.3905	9.49625	9.77658	9.47348	10.3751	10.5358	10.5561	11.1655	10.8869
sp|P36894|BMR1A_HUMAN	BMPR1A	7.09461	7.94103	7.93799	7.46638	10.271	9.47226	7.6977	9.29222	10.4039	10.9818	11.1075	10.6258	8.66279	9.23835	7.71428	7.42718	12.4826	13.4518	15.8572	14.8737
sp|Q9BV38|WDR18_HUMAN	WDR18	9.24224	9.09403	9.76937	9.30442	8.9904	9.31537	10.1646	10.0988	10.2992	10.3016	10.0372	8.93491	10.1808	9.89813	9.9544	9.59451	11.7228	10.9555	11.343	10.7988
sp|Q9NP77|SSU72_HUMAN	SSU72	10.9459	10.5869	9.26871	10.1162	9.84101	10.9986	9.37205	10.283	8.97055	10.2267	10.1724	10.4712	10.3285	8.97161	9.41882	9.57403	9.8041	9.3261	10.7411	10.5825
sp|Q15170-2|TCAL1_HUMAN	TCEAL1	8.95554	9.50007	0	0	9.58337	7.6971	0	0	10.3204	10.9938	0	0	9.44752	10.2786	0	0	11.4502	11.7734	0	0
sp|Q9ULK4|MED23_HUMAN	MED23	9.99129	9.67982	10.1793	9.00003	9.495	9.32811	10.8465	9.05917	10.3647	9.49829	10.5063	9.12141	10.4962	10.4766	9.6077	9.68849	10.015	10.6549	10.8526	11.1386
sp|Q9NY97|B3GN2_HUMAN	B3GNT2	0	0	10.4937	9.14441	0	0	11.0337	9.39798	0	0	9.63381	11.2314	0	0	10.5647	10.9047	0	0	8.07251	9.52315
sp|P53567|CEBPG_HUMAN	CEBPG	9.67117	10.2623	10.1478	10.5878	10.0307	9.34378	11.8153	9.37594	9.67812	9.50666	6.59351	7.19704	8.72889	10.4213	14.2002	14.5602	11.4293	10.9277	7.76787	7.75437
sp|P43250-2|GRK6_HUMAN	GRK6	9.63192	9.40885	0	0	10.8728	11.4813	0	0	9.52895	9.12988	0	0	8.11238	8.99706	0	0	12.1741	10.6628	0	0
sp|P34947|GRK5_HUMAN	GRK5	10.3481	10.1395	9.98501	8.77089	10.4122	8.65257	8.65591	9.12938	9.98141	9.13222	10.2812	9.50807	7.42329	9.7085	10.1378	10.0381	12.3763	11.8259	11.6297	11.8639
sp|O43427|FIBP_HUMAN	FIBP	10.4012	9.92403	9.71761	9.53815	9.31275	9.066	9.40858	9.14751	9.24483	9.87681	10.7004	9.56191	11.3214	9.81093	10.4118	9.97746	10.6692	10.3729	10.7093	10.8273
sp|Q7Z494|NPHP3_HUMAN	NPHP3	0	0	9.63426	8.63165	0	0	9.42992	9.01373	0	0	10.0889	9.33945	0	0	10.6447	10.9362	0	0	10.8933	11.3879
sp|P51665|PSMD7_HUMAN	PSMD7	10.0087	10.2211	10.1499	9.72258	9.697	9.58487	10.3073	9.93134	9.08887	10.0593	9.73095	9.97897	10.515	10.3726	10.0946	10.3371	10.4326	10.02	9.77527	9.97185
sp|Q96SL4|GPX7_HUMAN	GPX7	11.0693	10.4776	9.84056	9.14363	9.52548	10.6076	10.0026	11.3457	10.182	10.8321	11.2288	11.8495	10.1326	9.73984	8.83553	9.36946	8.72815	8.70537	8.54292	9.84142
sp|O43829|ZBT14_HUMAN	ZBTB14	9.185	10.3608	0	0	9.58475	9.1473	0	0	10.6848	10.6939	0	0	9.91181	8.28364	0	0	10.1719	11.9761	0	0
sp|P50395|GDIB_HUMAN	GDI2	10.3531	9.95984	10.1384	9.33127	9.31837	9.16545	9.62258	9.72983	9.58599	9.57574	9.61238	9.56237	10.7853	10.7272	10.8267	10.8416	10.4374	10.0916	10.0679	10.2669
sp|P31150|GDIA_HUMAN	GDI1	10.3239	10.2982	10.327	10.2289	9.85801	9.26213	9.52874	9.67884	9.92155	9.28014	9.00559	9.51523	10.0643	10.2731	10.3436	11.323	10.4906	10.2281	9.86459	10.1845
sp|P41236|IPP2_HUMAN	PPP1R2	10.767	10.4318	9.09588	11.4095	9.8481	10.0303	10.1375	9.70411	9.95648	9.99333	10.7852	9.8341	9.20765	9.23989	9.08151	7.9129	10.1876	10.3379	10.8074	11.2318
sp|Q9P0I2|EMC3_HUMAN	EMC3	9.29375	9.10547	8.94593	9.61553	10.1387	9.62906	10.1303	10.8196	9.86142	10.2859	10.3112	10.6779	11.2425	11.3456	9.80756	10.9341	9.44424	9.65337	9.09875	9.65919
sp|Q6P1K2-2|PMF1_HUMAN	PMF1	0	0	10.2331	10.9732	0	0	13.9557	10.91	0	0	10.1367	9.87698	0	0	8.35641	7.40866	0	0	9.08432	9.06491
sp|P82650|RT22_HUMAN	MRPS22	9.3414	9.56883	9.44509	9.0042	9.30427	9.57432	9.67134	9.61179	9.62849	10.3948	9.65932	10.1822	10.8435	11.7931	11.0006	10.8888	9.73774	9.81363	10.3376	10.199
sp|Q9Y3C1-2|NOP16_HUMAN	NOP16	0	0	9.72399	9.86731	0	0	10.6925	9.79644	0	0	10.189	10.4303	0	0	11.0514	10.9277	0	0	9.10089	8.22042
sp|Q9Y3T9|NOC2L_HUMAN	NOC2L	10.0828	9.80747	10.0303	9.71536	9.86985	10.6031	10.6056	9.89788	9.7825	9.52238	10.6106	9.42901	10.676	10.1781	9.79493	10.1525	9.76907	9.7088	10.0297	9.73404
sp|Q8IXQ4|GPAM1_HUMAN	GPALPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q8NEM0|MCPH1_HUMAN	MCPH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q5VWJ9|SNX30_HUMAN	SNX30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9UK99|FBX3_HUMAN	FBXO3	9.24674	8.48538	9.49095	8.68801	8.79373	9.98899	8.86583	8.02032	10.7507	11.2885	10.1557	10.054	8.33735	8.72894	10.3872	7.51964	11.7006	12.6792	14.5792	12.2391
sp|O75582|KS6A5_HUMAN	RPS6KA5	7.92245	9.94435	8.49036	8.20969	9.78535	8.78415	8.90328	8.22227	10.0159	11.3705	9.99216	9.72133	8.16032	10.1839	10.5678	10.0115	11.7378	12.0953	12.9443	12.9373
sp|O75676|KS6A4_HUMAN	RPS6KA4	0	0	8.73292	9.68715	0	0	10.3943	8.83032	0	0	10.3271	9.59569	0	0	11.4735	11.0248	0	0	9.59314	10.3411
sp|P19387|RPB3_HUMAN	POLR2C	9.4742	10.2728	8.71181	11.7354	9.64047	10.2757	9.61943	11.2895	9.79767	9.81651	10.7536	10.8402	9.82685	10.6081	7.59131	8.75008	10.5092	9.77842	9.62818	11.0805
sp|P49757|NUMB_HUMAN	NUMB	9.04618	9.88846	10.1997	9.85687	9.55855	8.7222	8.90806	10.7185	8.70923	9.36376	9.14489	7.5817	9.70506	10.2723	11.9972	10.0545	12.2143	12.52	11.1903	10.3482
sp|Q13546|RIPK1_HUMAN	RIPK1	0	0	10.0972	9.05785	0	0	11.5713	10.4605	0	0	12.6274	11.3168	0	0	8.15282	7.3347	0	0	9.27061	10.1108
sp|O96017-9|CHK2_HUMAN	CHEK2	8.95417	12.0835	8.07976	12.2657	7.48567	8.01371	9.77089	8.7322	9.40681	10.6224	10.6647	10.419	11.526	10.2639	8.56237	11.0467	10.646	10.9979	8.75771	11.7009
sp|Q96RT1-8|LAP2_HUMAN	ERBB2IP	9.35006	10.2488	10.2519	10.2789	9.91228	10.3736	9.70922	9.81534	9.11688	8.39074	9.45016	9.19554	9.55623	9.81724	10.2201	10.0722	12.1107	11.1236	10.6468	10.3598
sp|Q96DA6|TIM14_HUMAN	DNAJC19	10.1128	9.61421	9.89222	8.87969	9.99322	8.5992	10.5049	9.76084	9.88398	11.6734	10.0738	10.1416	9.90342	10.2427	10.2608	9.70869	9.65957	10.3175	10.3845	10.393
sp|Q9BSK4|FEM1A_HUMAN	FEM1A	8.96818	8.84572	9.09164	10.3883	9.98303	10.3119	10.6464	11.1608	11.0777	10.8753	10.7884	12.535	9.09278	11.4951	8.8144	9.31449	9.61213	9.73811	8.50593	8.75464
sp|Q9NTX5|ECHD1_HUMAN	ECHDC1	9.44799	9.71526	9.26037	9.10567	9.49835	9.65783	9.11813	10.137	9.49864	10.4609	9.58586	9.67237	9.69397	10.6711	10.6014	10.2781	10.6141	10.7419	11.4014	10.8398
sp|Q9H1Y0|ATG5_HUMAN	ATG5	9.95508	10.2101	9.91657	9.85178	10.0615	9.70162	9.40734	9.83779	9.4128	9.27523	9.82441	10.3411	10.7941	10.521	10.4949	10.3933	10.2457	9.82288	9.83186	10.1009
sp|Q71UM5|RS27L_HUMAN	RPS27L	10.1297	9.96102	10.4683	10.0209	10.1395	9.92237	11.1151	10.8683	11.7362	9.96482	10.3527	10.1939	9.66142	9.28169	9.79342	9.90579	9.42243	9.78088	8.25923	9.02234
sp|P42677|RS27_HUMAN	RPS27	10.6464	12.0037	10.7935	12.5648	15.3514	14.6194	15.299	10.8582	9.15044	9.24989	8.88342	9.26267	8.74263	6.91813	10.0565	7.7084	5.22811	8.08987	7.90077	6.67268
sp|Q9NY27|PP4R2_HUMAN	PPP4R2	9.41757	9.33067	9.79037	8.72121	9.75	9.45183	9.44988	9.66929	9.49136	10.1071	10.9735	10.13	10.4967	11.6213	10.1119	10.0715	10.521	9.81248	11.0848	9.99752
sp|P23467-3|PTPRB_HUMAN	PTPRB	0	0	8.93221	9.95791	0	0	8.62739	9.99062	0	0	9.87227	11.028	0	0	9.98569	10.8273	0	0	9.73516	11.0435
sp|P30291|WEE1_HUMAN	WEE1	10.0285	9.32382	9.85878	12.4718	12.5564	12.2302	10.4926	11.2423	11.0093	11.2282	10.0185	10.7198	7.66766	6.81872	7.543	8.31477	9.13309	10.0041	11.1108	8.22764
sp|Q53GS7|GLE1_HUMAN	GLE1	0	0	9.22511	8.96147	0	0	8.89687	9.32047	0	0	9.68374	10.7814	0	0	10.4397	10.9696	0	0	10.2437	11.478
sp|O00584|RNT2_HUMAN	RNASET2	12.0277	11.1202	10.2427	10.4275	8.79788	9.0188	12.7438	10.7369	8.35705	12.503	10.3431	8.75117	9.03676	9.91372	8.51338	8.73507	11.5998	7.62509	9.48884	10.0175
sp|Q86U90|YRDC_HUMAN	YRDC	10.1215	9.41896	0	0	10.8168	11.1181	0	0	10.2678	9.55745	0	0	10.284	9.87685	0	0	8.992	9.54657	0	0
sp|Q9UHB7|AFF4_HUMAN	AFF4	10.0167	9.82556	9.83723	9.90429	8.66314	11.2367	10.7497	9.87795	10.6883	10.4112	9.88965	10.7636	9.68939	8.08891	10.1516	9.17384	10.5803	10.7999	9.68637	9.96584
sp|P32780|TF2H1_HUMAN	GTF2H1	9.95852	9.56274	9.35183	9.26394	10.1106	9.50742	9.50245	9.78659	9.24444	9.87705	9.96725	10.2455	8.65318	10.2915	9.43138	10.744	11.9554	10.8391	11.1723	10.5347
sp|Q9NS86|LANC2_HUMAN	LANCL2	10.4751	9.46089	9.25478	9.06015	9.59499	8.73295	10.0108	9.40388	9.54035	9.95306	10.7786	9.20069	10.3909	9.9955	10.1666	9.7124	11.0449	10.8113	11.2547	11.1573
sp|Q4AC94|C2CD3_HUMAN	C2CD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9NVU7|SDA1_HUMAN	SDAD1	9.24454	8.99586	8.86725	9.94199	9.98586	9.85321	9.87553	10.2717	10.0061	9.79221	8.2026	9.9014	10.7082	10.6665	12.0097	10.6121	10.272	10.4755	9.99983	10.3179
sp|P58340|MLF1_HUMAN	MLF1	9.22484	10.6628	9.18871	10.9013	9.62164	9.54611	9.96745	11.244	11.1105	10.837	10.9069	11.6492	8.58148	8.74253	7.41754	7.42467	11.2785	10.3946	10.7458	10.5544
sp|Q13356|PPIL2_HUMAN	PPIL2	9.69889	9.89716	9.02735	9.2964	9.63685	9.71139	9.64387	10.1958	10.6478	8.9311	11.1735	10.9068	10.7926	10.9389	9.27263	10.0622	10.3796	9.36573	9.9056	10.5159
sp|Q5U5X0|LYRM7_HUMAN	LYRM7	8.96131	10.3391	9.5965	9.03584	7.77965	8.12211	8.22325	8.95905	8.91689	13.7148	10.8317	10.1857	13.6578	10.6766	13.168	13.1656	7.64724	10.1845	8.51121	8.32305
sp|Q9P2H5|UBP35_HUMAN	USP35	0	0	10.453	9.60529	0	0	10.2603	8.90808	0	0	10.4883	9.41114	0	0	9.66786	9.73971	0	0	10.9643	10.502
sp|Q9ULR0-1|ISY1_HUMAN	ISY1	10.5951	6.32457	9.28937	9.66225	9.5358	7.76965	9.18828	9.9806	11.1921	12.6635	11.5513	10.4236	10.785	10.0625	10.0916	8.56315	11.9457	9.12609	10.6372	10.6126
##sp|Q08174-2|PCDH1_HUMAN	##PCDH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9Y5T5|UBP16_HUMAN	USP16	9.53514	10.1825	9.39165	10.41	9.34365	9.45489	9.03016	10.736	10.2819	9.90331	9.1721	10.336	9.84065	10.2464	12.2592	10.1358	10.6838	10.5278	7.2546	11.2746
sp|P56199|ITA1_HUMAN	ITGA1	0	0	9.9932	10.9181	0	0	8.79173	9.29476	0	0	12.0364	10.9623	0	0	8.20737	8.73639	0	0	9.7732	11.2866
sp|Q5VU97|CAHD1_HUMAN	CACHD1	8.9291	10.4249	9.30179	10.7679	10.8263	10.692	9.81905	8.36847	12.3267	8.84489	9.18041	8.49951	9.74082	9.15449	11.7814	11.9078	8.02691	11.0339	10.7326	9.64108
sp|Q6VY07|PACS1_HUMAN	PACS1	9.93381	9.70311	10.3364	10.0055	10.049	10.3274	10.4111	9.81088	9.90544	9.15479	9.79358	9.64716	10.9402	10.4347	10.411	10.0049	9.48687	10.0647	9.96457	9.61498
sp|Q86VP3-2|PACS2_HUMAN	PACS2	9.5325	9.86068	10.3977	9.02538	10.3307	9.19059	9.91153	8.7188	10.636	10.0467	10.7093	8.19375	9.17721	10.5892	10.0531	10.4528	9.96534	10.6711	10.9971	11.5405
sp|O95721|SNP29_HUMAN	SNAP29	10.6116	9.34478	9.18879	10.0685	8.46702	8.85469	9.22336	10.3727	8.82993	11.4667	10.3783	10.426	12.015	9.84826	9.56614	10.6947	10.3797	10.1823	9.87505	10.2064
sp|Q53EL6|PDCD4_HUMAN	PDCD4	8.20105	8.02947	8.48135	7.10573	8.67636	6.6607	5.82692	7.665	8.23278	9.6435	8.21551	8.81677	10.9471	11.311	11.0962	14.5637	12.4472	15.8508	14.7895	13.4394
sp|A6NNH0|GATL1_HUMAN	GATSL1	8.21355	10.3091	9.57516	9.55428	9.84173	9.89745	7.80023	9.5903	9.61908	10.449	8.36639	9.76101	7.97438	7.88546	8.16338	9.34651	12.0117	13.7986	13.6708	14.172
sp|Q96BM9|ARL8A_HUMAN	ARL8A	10.0904	9.34251	10.5818	8.53216	10.0601	9.53792	10.1505	9.43447	10.1944	10.0998	10.7897	8.96743	10.4033	9.80505	10.1941	8.98472	10.6546	9.81199	11.8646	10.5005
sp|Q9NVJ2|ARL8B_HUMAN	ARL8B	9.7502	9.86166	10.2105	9.20989	9.86218	9.84262	9.48843	9.42483	10.0328	10.0312	10.1118	10.1505	9.8775	9.88014	9.66961	9.80751	10.3316	10.5302	10.9984	10.9285
sp|P49419-2|AL7A1_HUMAN	ALDH7A1	8.82876	9.10071	9.0637	8.33105	9.14047	8.6857	8.96264	9.06923	10.0323	9.9697	9.75669	9.59321	10.1961	11.2155	11.049	10.8077	11.5103	11.3204	11.7935	11.5733
sp|Q6QNY0|BL1S3_HUMAN	BLOC1S3	9.95954	10.8133	9.79698	8.99495	7.53232	8.15458	9.91123	9.42735	10.6061	10.9632	11.4351	9.70301	10.3209	11.5489	11.5616	9.53055	10.1331	9.96824	9.36428	10.275
sp|Q13541|4EBP1_HUMAN	EIF4EBP1	9.05168	10.1874	0	0	10.2092	8.6459	0	0	11.7636	9.57241	0	0	8.37768	10.8134	0	0	11.2171	10.1618	0	0
sp|Q8WUX9|CHMP7_HUMAN	CHMP7	9.03219	9.47803	9.56703	9.69204	9.64349	9.56472	10.3601	10.3845	9.1168	9.0848	10.329	9.57281	12.3787	11.6209	10.4337	9.86772	9.9962	10.0841	10.1347	9.65832
sp|Q96B96|TM159_HUMAN	TMEM159	7.842	11.9119	9.9723	10.2948	9.78407	10.3516	7.64269	9.95088	9.31775	10.2035	9.11425	9.56837	7.83577	9.19752	8.92542	8.74556	13.5596	9.99628	13.087	12.6987
sp|P14210|HGF_HUMAN	HGF	0	0	10.8758	8.9241	0	0	7.3513	8.30079	0	0	14.0199	7.81072	0	0	12.6352	12.0561	0	0	9.5499	8.47624
sp|Q14CS0|UBX2B_HUMAN	UBXN2B	9.41715	10.7327	9.58215	10.1067	9.43624	9.40705	9.98607	9.50458	10.0503	11.2412	10.82	10.272	8.79458	9.65975	9.82696	8.78885	10.7808	10.4803	10.9012	10.2115
sp|P20908|CO5A1_HUMAN	COL5A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|O60462-3|NRP2_HUMAN	NRP2	7.75859	8.15008	7.66167	9.2399	9.61968	9.2949	9.33181	8.98414	12.0446	12.7104	10.8521	11.9668	8.63739	8.71983	8.79313	9.08237	10.3748	12.6897	11.6788	12.4092
sp|Q96CX2|KCD12_HUMAN	KCTD12	10.877	10.4818	0	0	12.4634	10.9876	0	0	10.3144	11.058	0	0	7.30581	7.32072	0	0	9.39472	9.79658	0	0
sp|Q5ZPR3|CD276_HUMAN	CD276	7.95271	11.3079	9.50291	10.1318	8.56921	13.0783	8.6926	10.8182	9.82519	11.2938	10.2879	11.3986	7.19547	9.69136	9.51408	10.6591	11.7047	9.38137	9.04747	9.9473
sp|Q9H7P6|MB12B_HUMAN	MVB12B	9.48018	9.20093	8.64387	9.57998	8.96631	11.1267	9.17922	10.5767	9.44694	10.5311	9.77045	10.8065	10.1078	9.72971	9.68966	10.6591	10.8223	10.5881	9.73189	11.3627
sp|P53355-3|DAPK1_HUMAN	DAPK1	10.2734	9.28197	11.012	11.5502	11.3484	12.6884	11.3451	11.2951	9.28348	10.1786	9.31767	9.41914	9.15481	9.17615	9.4732	9.02973	8.21753	10.3974	8.53236	9.02547
sp|O43293|DAPK3_HUMAN	DAPK3	9.73758	9.59665	10.1753	11.507	10.0022	10.715	11.37	10.8967	10.0832	10.4958	10.7325	10.2655	9.92253	9.32904	8.23076	8.15114	10.0811	10.0369	8.96546	9.7056
sp|Q9UIK4-2|DAPK2_HUMAN	DAPK2	10.2423	10.3972	0	0	10.1062	10.0237	0	0	9.79797	10.0463	0	0	9.57483	9.43217	0	0	9.92314	10.4561	0	0
sp|Q02127|PYRD_HUMAN	DHODH	8.78125	8.90821	8.8224	9.87582	9.29228	8.94521	9.05752	9.73733	10.014	10.3876	10.009	9.79873	11.0787	11.5027	10.6318	10.7485	10.6959	10.3943	10.6166	10.7023
sp|Q8NEU8-3|DP13B_HUMAN	APPL2	9.07498	9.48099	8.10827	10.6813	9.3244	9.48579	8.26138	8.5185	9.49427	9.51487	9.87592	9.81202	10.1477	10.0411	10.27	10.4682	11.4465	11.9894	11.9532	12.0513
sp|P51795-2|CLCN5_HUMAN	CLCN5	9.07351	9.1577	9.50432	7.35438	11.3857	11.3935	10.4269	9.37398	8.86615	9.59422	11.094	9.15925	9.80184	10.367	10.0026	10.3293	10.127	10.2334	12.0616	10.6937
sp|P51793|CLCN4_HUMAN	CLCN4	9.17607	9.06814	8.73387	7.99763	11.2351	9.26638	9.31803	8.61385	10.0447	10.2251	11.0668	9.32114	10.0536	10.0368	10.7447	10.007	10.3967	10.4974	12.8482	11.3488
sp|P51790|CLCN3_HUMAN	CLCN3	8.95109	8.94639	9.18757	9.37243	10.309	9.74981	9.99805	9.5288	10.0155	10.2879	10.4486	10.0109	9.68493	9.98849	10.0061	10.0733	11.2507	10.8162	11.098	10.2761
sp|Q9ULA0|DNPEP_HUMAN	DNPEP	9.95214	10.2468	9.89513	10.0831	10.3333	9.50784	9.18248	9.26192	10.0414	9.62984	9.49989	9.74056	9.69773	10.0778	10.7022	10.7136	10.2775	10.2356	10.4251	10.496
tr|B9ZVU2|B9ZVU2_HUMAN	DNPEP	0	0	8.83804	8.91312	0	0	8.13682	10.9917	0	0	7.93767	11.3305	0	0	10.9885	14.461	0	0	8.91593	9.48677
sp|Q8NEZ4-3|KMT2C_HUMAN	KMT2C	11.7012	9.83061	11.9439	11.2365	10.5747	10.2831	9.55975	9.93992	12.3614	11.0408	9.88186	9.56209	9.42946	6.55159	11.2315	10.4134	8.63762	9.58963	7.70741	8.52375
sp|O15273|TELT_HUMAN	TCAP	13.7826	12.6012	13.4804	14.4666	11.3587	14.0621	18.6156	15.643	11.6548	11.7231	9.22756	9.68379	6.89953	6.87281	5.77994	5.00839	5.31363	5.73169	4.12719	3.96749
sp|Q5SGD2|PPM1L_HUMAN	PPM1L	8.61539	10.3483	9.29617	8.98054	10.2654	10.6496	9.84905	9.36439	11.2607	10.9657	10.7047	10.4878	9.26921	9.23068	10.1212	10.2051	9.76597	9.62912	10.9856	10.0055
sp|Q8IX04|UEVLD_HUMAN	UEVLD	9.93105	11.0047	9.69149	9.63965	9.798	10.4198	8.91184	9.85219	10.2221	9.30278	10.7846	10.1568	9.71494	10.0565	9.90717	9.4403	9.59931	9.95078	10.8569	10.7591
sp|Q7Z3E5|ARMC9_HUMAN	ARMC9	10.4772	10.5022	9.83004	10.0469	8.99029	9.97748	8.92732	9.65972	9.39033	9.61198	9.84941	9.15851	10.8809	9.82605	10.6747	10.3882	10.0976	10.2461	10.4586	11.0067
sp|Q14919-2|NC2A_HUMAN	DRAP1	9.71434	10.3358	9.47785	10.1247	10.5909	11.3537	9.38932	9.60522	9.05014	11.6303	10.4017	9.5721	9.27102	10.7773	10.6244	9.54822	8.10519	9.17137	11.0271	10.2293
sp|Q96EM0|T3HPD_HUMAN	L3HYPDH	9.60341	9.63271	9.77811	9.76222	10.1733	9.68175	10.4331	10.5713	10.0903	9.37585	9.66422	9.78029	9.94841	10.3227	9.94434	10.2961	11.1038	10.0678	9.93877	9.83153
sp|Q6NUQ1|RINT1_HUMAN	RINT1	9.72709	9.12977	9.63275	9.80624	9.44087	9.91059	9.77831	10.2503	9.95395	10.2227	11.2195	9.83744	11.0924	10.6405	10.2912	10.8507	10.4079	9.47436	9.21971	9.11393
sp|Q9BW62|KATL1_HUMAN	KATNAL1	10.0861	9.58457	9.0344	9.08089	9.19969	9.80755	9.22296	10.1922	9.1363	9.53688	10.9589	10.1312	11.6251	11.4258	10.2581	10.2902	10.2816	9.31641	10.069	10.7622
sp|Q9Y547|IFT25_HUMAN	HSPB11	10.2364	9.767	0	0	8.90188	8.28665	0	0	10.9578	8.87613	0	0	10.92	9.897	0	0	10.7873	11.3698	0	0
sp|Q9BTV4|TMM43_HUMAN	TMEM43	8.6674	9.75234	10.4477	10.4741	10.5353	10.5659	12.7858	10.1504	10.7987	9.96613	11.1883	9.23286	9.61431	10.2936	9.26028	9.0906	9.49979	10.3065	9.20306	8.16677
sp|Q02487|DSC2_HUMAN	DSC2	9.95638	9.93262	11.4759	8.04939	9.68319	9.86804	8.78194	8.55481	9.70513	9.43417	9.16381	8.6726	8.67562	8.02267	10.8025	11.2608	12.677	12.0452	12.5117	10.7266
sp|Q13257|MD2L1_HUMAN	MAD2L1	10.075	9.41934	9.27057	8.93584	7.696	6.91214	8.25564	9.04104	6.44395	7.48185	9.80531	9.43556	12.0461	14.3359	10.6411	9.54368	13.3103	12.2793	12.365	12.7063
sp|O15226-2|NKRF_HUMAN	NKRF	10.2738	10.9327	8.2144	11.0397	8.80128	9.32226	11.9459	9.49768	8.80774	10.8077	11.8813	7.98587	10.4725	9.88528	9.83127	9.51424	10.6371	10.0596	9.21048	10.8792
sp|Q9NQS7|INCE_HUMAN	INCENP	0	0	11.7809	9.57319	0	0	9.17343	9.47719	0	0	9.77543	7.69766	0	0	10.8739	8.43352	0	0	11.8274	11.3873
sp|O75865-2|TPC6A_HUMAN	TRAPPC6A	10.4814	9.47271	10.6402	10.974	10.4397	9.04287	8.86495	10.8527	8.56362	10.5436	9.18267	10.2787	9.48549	9.83033	8.52787	8.63548	11.1705	10.9698	10.5006	11.5428
sp|P23508-2|CRCM_HUMAN	MCC	8.68157	9.19908	0	0	9.69046	9.38093	0	0	10.0272	10.8786	0	0	9.53029	10.0966	0	0	11.1218	11.3936	0	0
sp|Q6XUX3|DUSTY_HUMAN	DSTYK	0	0	9.62413	9.81413	0	0	10.7479	9.21247	0	0	10.9944	9.43941	0	0	10.0718	9.10615	0	0	10.4506	10.5389
sp|Q8WZA0|LZIC_HUMAN	LZIC	11.3054	8.99541	8.94032	10.2743	9.02389	9.33908	8.96365	10.0538	8.26513	10.2869	9.67061	10.2446	13.3917	10.7219	10.7646	10.8903	10.0702	8.60046	9.88926	10.3085
