ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1371613	0.259	0.188	1.37302	-7.137532	0.06357903	Il12a	interleukin 12A
ILMN_1358703	0.259	0.188	1.372766	-7.137863	0.07053492	Rtp2	receptor (chemosensory) transporter protein 2
ILMN_1365323	0.259	0.188	1.37266	-7.138002	0.07253991		
ILMN_1366594	0.259	0.188	1.372517	-7.138188	0.04914811		
ILMN_1362374	0.259	0.188	-1.372351	-7.138405	-0.09814943	Mtf2	metal response element binding transcription factor 2
ILMN_1350147	0.26	0.189	1.371867	-7.139036	0.05113292	Olr1257	olfactory receptor 1257
ILMN_1352327	0.26	0.189	-1.371849	-7.13906	-0.11634165	Nectin3	nectin cell adhesion molecule 3
ILMN_1362743	0.26	0.189	-1.371578	-7.139414	-0.07464		
ILMN_1371215	0.26	0.189	1.371141	-7.139983	0.0963592	Nrros	negative regulator of reactive oxygen species
ILMN_1359326	0.26	0.189	1.370904	-7.140292	0.08692327		
ILMN_1360543	0.26	0.189	1.370647	-7.140627	0.05964492		
ILMN_1376701	0.26	0.189	1.370412	-7.140933	0.07187764	Cbx6	chromobox 6
ILMN_1358547	0.26	0.189	1.370018	-7.141447	0.07179642		
ILMN_1367116	0.26	0.189	1.369936	-7.141554	0.08604085		
ILMN_1353265	0.26	0.189	-1.369768	-7.141773	-0.07877902	Olr775	olfactory receptor 775
ILMN_1352332	0.26	0.189	-1.36954	-7.14207	-0.06736903	Pcdha8	protocadherin alpha 8
ILMN_1358838	0.261	0.189	-1.369302	-7.142379	-0.06362322	Fut2	fucosyltransferase 2
ILMN_1356723	0.261	0.189	1.36928	-7.142409	0.06762913		
ILMN_1352472	0.261	0.19	1.367577	-7.144625	0.05540831		
ILMN_1370945	0.261	0.19	-1.367426	-7.144821	-0.06812516		
ILMN_1360337	0.261	0.19	-1.367155	-7.145175	-0.05933167		
ILMN_1361112	0.262	0.19	-1.366588	-7.145912	-0.05386196		
ILMN_1374702	0.262	0.19	-1.36629	-7.1463	-0.05668608	Iqcf5	IQ motif containing F5
ILMN_1372435	0.262	0.19	-1.366098	-7.14655	-0.13597695	Swt1	SWT1 RNA endoribonuclease homolog
ILMN_1371246	0.262	0.19	-1.366096	-7.146551	-0.06440058	Ibsp	integrin-binding sialoprotein
ILMN_1373857	0.262	0.19	1.366035	-7.146632	0.05475091	Olr1538	olfactory receptor 1538
ILMN_1371504	0.262	0.19	1.366015	-7.146657	0.06277073		
ILMN_1351929	0.262	0.19	-1.36586	-7.146858	-0.05678077	Olr577	olfactory receptor 577
ILMN_1374294	0.262	0.19	-1.365845	-7.146878	-0.06597009		
ILMN_1362733	0.262	0.19	1.365575	-7.147229	0.06429732		
ILMN_1348826	0.262	0.191	-1.365271	-7.147624	-0.17586999		
ILMN_1355079	0.262	0.191	-1.365132	-7.147804	-0.05886873	Sept12	septin 12
ILMN_1361291	0.262	0.191	1.3651	-7.147847	0.06431336		
ILMN_1372803	0.262	0.191	1.365086	-7.147864	0.06275294		
ILMN_1373760	0.262	0.191	-1.364899	-7.148108	-0.06731865	Cyp7b1	cytochrome P450, family 7, subfamily b, polypeptide 1
ILMN_1649911	0.262	0.191	-1.364831	-7.148196	-0.09409878	Lmbr1l	limb development membrane protein 1-like
ILMN_1365679	0.262	0.191	-1.364791	-7.148248	-0.07748827	Epn3	epsin 3
ILMN_1359517	0.262	0.191	1.364381	-7.14878	0.06740341	Slc22a14	solute carrier family 22, member 14
ILMN_1372035	0.262	0.191	1.364127	-7.14911	0.05829273		
ILMN_1368398	0.262	0.191	-1.364073	-7.149181	-0.05884698		
ILMN_1355615	0.263	0.191	1.363455	-7.149983	0.05787041		
ILMN_1365956	0.263	0.191	-1.363282	-7.150207	-0.06712302	Rdh12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
ILMN_1357356	0.263	0.191	1.363069	-7.150483	0.06916202		
ILMN_1349747	0.263	0.191	1.362946	-7.150643	0.063027	Kif11	kinesin family member 11
ILMN_1350860	0.263	0.191	1.362838	-7.150784	0.06571968	Olr244	olfactory receptor 244
ILMN_1357614	0.263	0.191	1.36275	-7.150898	0.05768225		
ILMN_1375110	0.263	0.191	-1.362366	-7.151396	-0.19829976	Tmbim1	transmembrane BAX inhibitor motif containing 1
ILMN_1368265	0.263	0.191	1.362279	-7.151508	0.05694094		
ILMN_1367057	0.263	0.192	1.36136	-7.1527	0.06533191		
ILMN_1367010	0.264	0.192	1.36083	-7.153388	0.06514471	Vom1r74	vomeronasal 1 receptor 74
ILMN_1375199	0.264	0.192	1.360815	-7.153407	0.06298344	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1
ILMN_1361713	0.264	0.192	-1.360756	-7.153484	-0.05960855	Tas2r137	taste receptor, type 2, member 137
ILMN_1357925	0.264	0.192	-1.360674	-7.15359	-0.07377982	Testin	testin gene
ILMN_1367247	0.264	0.192	1.360458	-7.15387	0.05141326	Gabbr2	gamma-aminobutyric acid type B receptor subunit 2
ILMN_1356925	0.264	0.192	-1.360277	-7.154104	-0.07054398	Olr1767	olfactory receptor 1767
ILMN_1368427	0.264	0.192	-1.360215	-7.154184	-0.06423916	Satl1	spermidine/spermine N1-acetyl transferase-like 1
ILMN_1368691	0.264	0.192	-1.360008	-7.154452	-0.05367578	Olr878	olfactory receptor 878
ILMN_1373310	0.264	0.192	1.359733	-7.15481	0.07339284		
ILMN_1363397	0.264	0.192	-1.359546	-7.155051	-0.0554282		
ILMN_1355192	0.264	0.193	1.358982	-7.155781	0.07208306	Otc	ornithine carbamoyltransferase
ILMN_1359751	0.264	0.193	1.358373	-7.15657	0.05415111		
ILMN_1357982	0.264	0.193	1.358314	-7.156646	0.0594732	Olr804	olfactory receptor 804
ILMN_1354770	0.265	0.193	1.3581	-7.156923	0.10260093		
ILMN_1361641	0.265	0.193	-1.357613	-7.157553	-0.06281591		
ILMN_1651157	0.265	0.193	-1.357594	-7.157577	-0.09011707		
ILMN_1650943	0.265	0.193	1.357508	-7.157689	0.06094489	Olr721	olfactory receptor 721
ILMN_1358050	0.265	0.193	-1.357467	-7.157743	-0.06104899	Cmtm5	CKLF-like MARVEL transmembrane domain containing 5
ILMN_1370747	0.265	0.193	-1.357299	-7.15796	-0.07473803	Fam57b	family with sequence similarity 57, member B
ILMN_1358594	0.265	0.193	1.35719	-7.158101	0.3070568		
ILMN_1374923	0.265	0.193	-1.357166	-7.158132	-0.05370745	Gpr45	G protein-coupled receptor 45
ILMN_1365120	0.265	0.193	1.357123	-7.158187	0.04809687	Spink4	serine peptidase inhibitor, Kazal type 4
ILMN_1364213	0.265	0.193	1.356783	-7.158627	0.0649427	Jade2	jade family PHD finger 2
ILMN_1354860	0.265	0.193	-1.356233	-7.159339	-0.05898368		
ILMN_1357065	0.265	0.193	-1.35586	-7.159821	-0.05700884	Col4a3	collagen type IV alpha 3 chain
ILMN_1374398	0.265	0.194	1.355477	-7.160315	0.06190858	Tmem95	transmembrane protein 95
ILMN_1369855	0.266	0.194	1.355319	-7.160519	0.0646983		
ILMN_1367206	0.266	0.194	-1.35508	-7.160827	-0.06386884	Slc4a9	solute carrier family 4 member 9
ILMN_1351887	0.266	0.194	1.354988	-7.160947	0.05850093	Olr1605	olfactory receptor 1605
ILMN_1369612	0.266	0.194	-1.354949	-7.160997	-0.0554399		
ILMN_1366136	0.266	0.194	1.354768	-7.161231	0.06655311		
ILMN_1348802	0.266	0.194	1.354668	-7.16136	0.04619906	Olr531	olfactory receptor 531
ILMN_1353333	0.266	0.194	1.354468	-7.161619	0.13967289	Arel1	apoptosis resistant E3 ubiquitin protein ligase 1
ILMN_1373437	0.266	0.194	1.354424	-7.161675	0.09979927	Psmd8	proteasome 26S subunit, non-ATPase 8
ILMN_1350187	0.266	0.194	-1.354074	-7.162127	-0.06233065	Mpp3	membrane palmitoylated protein 3
ILMN_1357109	0.266	0.194	1.354047	-7.162162	0.12150175	F2	coagulation factor II
ILMN_1363385	0.266	0.194	-1.354033	-7.16218	-0.21503988	Snca	synuclein alpha
ILMN_1352411	0.266	0.194	1.353916	-7.16233	0.05843601		
ILMN_1373242	0.266	0.194	-1.353857	-7.162407	-0.05917847		
ILMN_1369738	0.266	0.194	-1.353541	-7.162815	-0.07198629		
ILMN_1363835	0.266	0.194	-1.35335	-7.163061	-0.05439518		
ILMN_1371469	0.266	0.194	1.353086	-7.163402	0.05468084		
ILMN_1348851	0.266	0.194	1.35298	-7.163539	0.06208637		
ILMN_1371501	0.267	0.195	1.352388	-7.164303	0.13595992	Serpina3c	serine (or cysteine) proteinase inhibitor, clade A, member 3C
ILMN_1365052	0.267	0.195	-1.351981	-7.164827	-0.05276473	Grik4	glutamate ionotropic receptor kainate type subunit 4
ILMN_1357999	0.267	0.195	1.351771	-7.165098	0.05994355	Vom1r46	vomeronasal 1 receptor 46
ILMN_1363441	0.267	0.195	-1.35157	-7.165357	-0.06223999		
ILMN_1354641	0.267	0.195	-1.35153	-7.165409	-0.06402932		
ILMN_1368854	0.267	0.195	1.351141	-7.16591	0.06137654	Gpx2	glutathione peroxidase 2
ILMN_1530468	0.267	0.195	1.35096	-7.166143	0.07109904		
ILMN_1372077	0.267	0.195	1.350447	-7.166804	0.05830223	Dnase1	deoxyribonuclease I
ILMN_1358197	0.268	0.196	1.349301	-7.168281	0.06497872		
ILMN_1370279	0.268	0.196	1.34862	-7.169157	0.06311381	Vom1r76	vomeronasal 1 receptor 76
ILMN_1350079	0.268	0.196	1.348564	-7.169229	0.05654994		
ILMN_1374699	0.268	0.196	-1.348447	-7.169379	-0.07094108	Ssmem1	serine-rich single-pass membrane protein 1
ILMN_1353857	0.268	0.196	1.348249	-7.169634	0.06055136		
ILMN_1367294	0.268	0.196	1.347849	-7.170149	0.05791116		
ILMN_1366226	0.268	0.196	-1.347843	-7.170156	-0.05629668	Rbm47	RNA binding motif protein 47
ILMN_1363865	0.268	0.196	1.347587	-7.170485	0.06087789	Tll2	tolloid-like 2
ILMN_1368721	0.268	0.196	-1.347482	-7.17062	-0.04741024	Olr95	olfactory receptor 95
ILMN_1351019	0.268	0.196	-1.347302	-7.170852	-0.05780099	Samd5	sterile alpha motif domain containing 5
ILMN_1359930	0.268	0.196	-1.347143	-7.171057	-0.0690796	Pax3	paired box 3
ILMN_1352865	0.268	0.196	1.34706	-7.171164	0.05539989	Tcp11l1	t-complex 11 like 1
ILMN_1374201	0.269	0.196	-1.346923	-7.171339	-0.0609464		
ILMN_1349024	0.269	0.196	1.346564	-7.1718	0.05129154	Arhgef18	Rho/Rac guanine nucleotide exchange factor 18
ILMN_1365770	0.269	0.196	1.346554	-7.171814	0.04493157		
ILMN_1365733	0.269	0.196	1.34631	-7.172127	0.05601921		
ILMN_1354006	0.269	0.197	1.346146	-7.172338	0.209709	Klf3	Kruppel like factor 3
ILMN_1366719	0.269	0.197	1.346089	-7.172412	0.05058772	Krt33b	keratin 33B
ILMN_1366734	0.269	0.197	1.345752	-7.172844	0.06393553		
ILMN_1364047	0.269	0.197	-1.345295	-7.173432	-0.05788789	Klk13	kallikrein related-peptidase 13
ILMN_1376242	0.269	0.197	1.345096	-7.173686	0.08355632	Nectin2	nectin cell adhesion molecule 2
ILMN_1359564	0.269	0.197	-1.344917	-7.173917	-0.10120232	Alpk3	alpha-kinase 3
ILMN_1650003	0.27	0.197	1.344182	-7.17486	0.08332209	Olr1596	olfactory receptor 1596
ILMN_1354048	0.27	0.197	1.343833	-7.175308	0.37040811	Nupr1	nuclear protein, transcriptional regulator, 1
ILMN_1355022	0.27	0.197	1.343674	-7.175512	0.06594665		
ILMN_1369597	0.27	0.197	1.343618	-7.175584	0.07005065	Polh	DNA polymerase eta
ILMN_1352567	0.27	0.197	1.343595	-7.175613	0.04965095		
ILMN_1356143	0.27	0.197	1.3432	-7.176121	0.053813	RT1-M1-2	RT1 class I, locus M1, gene 2
ILMN_1370415	0.27	0.198	-1.342641	-7.176836	-0.07132285		
ILMN_1361767	0.27	0.198	1.342484	-7.177038	0.06407533		
ILMN_1369600	0.27	0.198	-1.342429	-7.177109	-0.09421255	Il17re	interleukin 17 receptor E
ILMN_1358305	0.27	0.198	-1.342349	-7.177211	-0.06023542	Necab1	N-terminal EF-hand calcium binding protein 1
ILMN_1530323	0.27	0.198	1.341802	-7.177913	0.07600216		
ILMN_1373110	0.27	0.198	1.341723	-7.178013	0.06172494		
ILMN_1364015	0.27	0.198	1.341721	-7.178016	0.15198566		
ILMN_1358715	0.271	0.198	1.341099	-7.178813	0.06615924	Plekhh1	pleckstrin homology, MyTH4 and FERM domain containing H1
ILMN_1375617	0.271	0.198	-1.340949	-7.179006	-0.07633968		
ILMN_1359539	0.271	0.198	1.340494	-7.179588	0.06652687		
ILMN_1353876	0.271	0.198	1.340118	-7.18007	0.34775828	Sult1a1	sulfotransferase family 1A member 1
ILMN_1365257	0.271	0.198	-1.339988	-7.180236	-0.05496174	Il34	interleukin 34
ILMN_1355157	0.271	0.199	-1.33924	-7.181193	-0.06983884	Cd70	Cd70 molecule
ILMN_1365123	0.271	0.199	1.339208	-7.181235	0.06308641		
ILMN_1358998	0.271	0.199	-1.33917	-7.181283	-0.08047001	Aurkb	aurora kinase B
ILMN_1366227	0.271	0.199	1.339164	-7.181291	0.067016	Foxn4	forkhead box N4
ILMN_1353903	0.272	0.199	1.33884	-7.181705	0.09236614		
ILMN_1373320	0.272	0.199	1.338219	-7.182499	0.04450054	Car1	carbonic anhydrase I
ILMN_1355188	0.272	0.199	-1.337813	-7.183018	-0.41554195		
ILMN_1367007	0.272	0.199	1.337764	-7.183081	0.05124652	Ifnlr1	interferon, lambda receptor 1
ILMN_1373538	0.272	0.199	-1.337297	-7.183678	-0.06201611		
ILMN_1367239	0.272	0.199	1.336949	-7.184123	0.07506662	C8a	complement component 8 alpha subunit
ILMN_1530437	0.272	0.199	1.336856	-7.184241	0.08414254	Vps13d	vacuolar protein sorting 13D
ILMN_1370125	0.272	0.199	1.336788	-7.184329	0.04608392	Sobp	sine oculis binding protein homolog
ILMN_1365220	0.273	0.2	-1.335716	-7.185699	-0.06155244		
ILMN_1351274	0.273	0.2	1.334643	-7.187067	0.07772931	Mcemp1	mast cell-expressed membrane protein 1
ILMN_1370178	0.273	0.2	-1.334419	-7.187354	-0.05894293		
ILMN_1375546	0.273	0.2	-1.33429	-7.187518	-0.05995671		
ILMN_1358461	0.273	0.2	1.334158	-7.187687	0.05140841		
ILMN_1352042	0.274	0.201	1.333597	-7.188402	0.08471914		
ILMN_1359500	0.274	0.201	1.333361	-7.188703	0.07360382		
ILMN_1369004	0.274	0.201	-1.333054	-7.189094	-0.05652371		
ILMN_1358342	0.274	0.201	1.333026	-7.189131	0.06399937	Polr2h	polymerase (RNA) II (DNA directed) polypeptide H
ILMN_1359634	0.274	0.201	-1.332925	-7.189258	-0.06959718	Gnas	GNAS complex locus
ILMN_1362908	0.274	0.201	-1.332592	-7.189684	-0.08202156	Oas1a	2'-5' oligoadenylate synthetase 1A
ILMN_1362284	0.274	0.201	1.332576	-7.189704	0.06967906	Ankrd29	ankyrin repeat domain 29
ILMN_1374943	0.274	0.201	1.332312	-7.190041	0.05391551		
ILMN_1351920	0.274	0.201	1.33227	-7.190094	0.05611646	Sytl5	synaptotagmin-like 5
ILMN_1371267	0.274	0.201	-1.332075	-7.190342	-0.05833174	Alox15	arachidonate 15-lipoxygenase
ILMN_1650173	0.274	0.201	-1.331827	-7.190658	-0.05910222	Cmtm1	CKLF-like MARVEL transmembrane domain containing 1
ILMN_1372997	0.274	0.201	-1.331355	-7.191259	-0.08444702	Eva1b	eva-1 homolog B (C. elegans)
ILMN_1360738	0.274	0.201	-1.331106	-7.191577	-0.05990521	C1ql4	complement C1q like 4
ILMN_1362392	0.275	0.201	1.330775	-7.191998	0.13747948	Ankrd37	ankyrin repeat domain 37
ILMN_1371321	0.275	0.201	1.330538	-7.1923	0.0789361		
ILMN_1359028	0.275	0.202	-1.33001	-7.192972	-0.08965498	Zbed5	zinc finger, BED-type containing 5
ILMN_1349148	0.275	0.202	1.329729	-7.193329	0.09349169		
ILMN_1349469	0.275	0.202	1.329676	-7.193397	0.28888499	Gsta5	glutathione S-transferase alpha 5
ILMN_1363425	0.275	0.202	1.329648	-7.193433	0.05338751		
ILMN_1373602	0.275	0.202	1.329488	-7.193636	0.07444427		
ILMN_1349220	0.275	0.202	1.329319	-7.193851	0.07001192	Alox5	arachidonate 5-lipoxygenase
ILMN_1358165	0.275	0.202	1.329233	-7.19396	0.06113262		
ILMN_1350219	0.275	0.202	1.329205	-7.193996	0.04837993		
ILMN_1367045	0.275	0.202	1.329191	-7.194013	0.05902448		
ILMN_1361126	0.275	0.202	1.329049	-7.194194	0.06088117	Ccdc105	coiled-coil domain containing 105
ILMN_1365142	0.275	0.202	1.329014	-7.194239	0.06999902	Khdc3	KH domain containing 3, subcortical maternal complex member
ILMN_1370099	0.275	0.202	1.328931	-7.194345	0.13862554	Scn1b	sodium voltage-gated channel beta subunit 1
ILMN_1364179	0.275	0.202	1.328366	-7.195063	0.05584744		
ILMN_1354706	0.276	0.202	1.328149	-7.195339	0.06790352	Irf4	interferon regulatory factor 4
ILMN_1348846	0.276	0.202	1.32757	-7.196075	0.06456223		
ILMN_1358067	0.276	0.203	1.327221	-7.196517	0.06460156		
ILMN_1369941	0.276	0.203	1.327183	-7.196566	0.0698066		
ILMN_1359529	0.276	0.203	-1.327008	-7.196789	-0.05966392	Arhgef40	Rho guanine nucleotide exchange factor 40
ILMN_1364346	0.276	0.203	1.326952	-7.19686	0.07248305	Txndc8	thioredoxin domain containing 8
ILMN_1360160	0.276	0.203	1.326785	-7.197072	0.05900948	Brinp3	BMP/retinoic acid inducible neural specific 3
ILMN_1364782	0.276	0.203	1.326522	-7.197405	0.05937454		
ILMN_1369388	0.276	0.203	1.326306	-7.197679	0.05658086	Slco4c1	solute carrier organic anion transporter family, member 4C1
ILMN_1356013	0.276	0.203	-1.326299	-7.197689	-0.06981606	Mtbp	MDM2 binding protein
ILMN_1361498	0.276	0.203	1.325897	-7.198199	0.07696703		
ILMN_1376323	0.277	0.203	-1.325231	-7.199045	-0.06605145	Ang	angiogenin
ILMN_1349309	0.277	0.204	1.32353	-7.201202	0.06413513	Vom1r36	vomeronasal 1 receptor 36
ILMN_1351633	0.277	0.204	1.323522	-7.201212	0.06904714		
ILMN_1356612	0.277	0.204	1.323513	-7.201223	0.06363204		
ILMN_1368445	0.277	0.204	-1.323274	-7.201526	-0.05638545	Fancd2os	FANCD2 opposite strand
ILMN_1365276	0.277	0.204	1.323063	-7.201794	0.06423824	Zhx3	zinc fingers and homeoboxes 3
ILMN_1352781	0.278	0.204	1.322993	-7.201882	0.06304644		
ILMN_1366195	0.278	0.204	1.322802	-7.202124	0.05951671	Slc34a1	solute carrier family 34 member 1
ILMN_1358822	0.278	0.204	1.322789	-7.202141	0.06752452		
ILMN_1360693	0.278	0.204	1.322767	-7.202168	0.2267763	Serpina1	serpin family A member 1
ILMN_1354438	0.278	0.204	-1.322669	-7.202293	-0.0650632	Pop1	POP1 homolog, ribonuclease P/MRP subunit
ILMN_1369586	0.278	0.204	1.321784	-7.203414	0.07069517	Cyp4a8	cytochrome P450, family 4, subfamily a, polypeptide 8
ILMN_1362682	0.278	0.204	-1.321618	-7.203624	-0.09611796		
ILMN_1359282	0.278	0.204	-1.321492	-7.203783	-0.08792224	Gprc5a	G protein-coupled receptor, class C, group 5, member A
ILMN_1356508	0.278	0.204	-1.321469	-7.203813	-0.0563044		
ILMN_1350176	0.278	0.204	-1.321375	-7.203932	-0.05794164		
ILMN_1372756	0.278	0.204	-1.321299	-7.204028	-0.05499184		
ILMN_1358056	0.278	0.204	-1.321293	-7.204036	-0.05383545	Trpv3	transient receptor potential cation channel, subfamily V, member 3
ILMN_1359514	0.278	0.205	1.321027	-7.204371	0.27919766		
ILMN_1358362	0.278	0.205	1.320595	-7.204919	0.06202351	Dnajc16	DnaJ heat shock protein family (Hsp40) member C16
ILMN_1365724	0.278	0.205	1.320421	-7.205138	0.06357808		
ILMN_1357002	0.279	0.205	1.320129	-7.205507	0.07038381		
ILMN_1367444	0.279	0.205	1.319969	-7.20571	0.05479632	Cfap206	cilia and flagella associated protein 206
ILMN_1371881	0.279	0.205	1.319809	-7.205913	0.09809092	Fbxo28	F-box protein 28
ILMN_1651168	0.279	0.205	1.319286	-7.206574	0.07995482	Vwa1	von Willebrand factor A domain containing 1
ILMN_1355655	0.279	0.205	-1.319187	-7.206699	-0.04724433		
ILMN_1371258	0.279	0.205	1.319137	-7.206762	0.05774829		
ILMN_1362752	0.279	0.205	1.319043	-7.206881	0.06069101		
ILMN_1376898	0.279	0.205	-1.318945	-7.207005	-0.06847759	AA926063	AA926063gene
ILMN_1357392	0.279	0.205	1.318745	-7.207258	0.06515476		
ILMN_1350407	0.279	0.205	1.318476	-7.207597	0.05535807		
ILMN_1374624	0.279	0.206	-1.318203	-7.207943	-0.05599547		
ILMN_1363642	0.279	0.206	1.31776	-7.208502	0.03880649		
ILMN_1367032	0.279	0.206	1.317648	-7.208644	0.14748248		
ILMN_1355871	0.28	0.206	1.317101	-7.209334	0.06129878		
ILMN_1362087	0.28	0.206	-1.316887	-7.209605	-0.05797508		
ILMN_1350536	0.28	0.206	1.316134	-7.210556	0.05520563	Olr1528	olfactory receptor 1528
ILMN_1376443	0.28	0.206	1.316057	-7.210652	0.06771155	Ascl1	achaete-scute family bHLH transcription factor 1
ILMN_1368434	0.28	0.206	-1.315862	-7.210899	-0.06027291		
ILMN_1355443	0.28	0.206	-1.315282	-7.21163	-0.28827798	Dclre1b	DNA cross-link repair 1B
ILMN_1366132	0.281	0.207	1.3147	-7.212363	0.07393526		
ILMN_1373449	0.281	0.207	-1.314599	-7.212492	-0.13208287	Tnnc2	troponin C2, fast skeletal type
ILMN_1359255	0.281	0.207	-1.314153	-7.213053	-0.05477175	Hspb9	heat shock protein family B (small) member 9
ILMN_1368093	0.281	0.207	-1.31415	-7.213058	-0.06099122		
ILMN_1366289	0.281	0.207	1.314145	-7.213064	0.27386911	Chp1	calcineurin-like EF-hand protein 1
ILMN_1364388	0.281	0.207	1.314023	-7.213217	0.06626306		
ILMN_1359645	0.281	0.207	1.313324	-7.214098	0.05756204	Arpc5l	actin related protein 2/3 complex, subunit 5-like
ILMN_1359041	0.281	0.207	1.313031	-7.214467	0.05372404	Olr947	olfactory receptor 947
ILMN_1352303	0.281	0.207	1.313008	-7.214495	0.05162845		
ILMN_1358468	0.281	0.207	1.312905	-7.214626	0.06377577		
ILMN_1358380	0.281	0.207	-1.312648	-7.214949	-0.05794968	Cnot3	CCR4-NOT transcription complex, subunit 3
ILMN_1366145	0.281	0.207	1.312489	-7.215149	0.07315976		
ILMN_1350292	0.281	0.207	1.312444	-7.215206	0.07374603		
ILMN_1369737	0.281	0.207	1.312316	-7.215367	0.06492435		
ILMN_1369402	0.281	0.207	1.312274	-7.215419	0.05450781		
ILMN_1349774	0.282	0.207	1.312145	-7.215583	0.06259322		
ILMN_1372819	0.282	0.208	1.311667	-7.216184	0.05006	Olr7	olfactory receptor 7
ILMN_1359960	0.282	0.208	1.311405	-7.216514	0.05283661		
ILMN_1354566	0.282	0.208	1.310735	-7.217356	0.06014341		
ILMN_1349867	0.282	0.208	1.310623	-7.217497	0.05958056	Tas2r13	taste receptor, type 2, member 13
ILMN_1354004	0.282	0.208	1.310296	-7.217909	0.18481921	Stag1	stromal antigen 1
ILMN_1353061	0.282	0.208	1.310069	-7.218194	0.06184632		
ILMN_1370915	0.282	0.208	1.309832	-7.218492	0.06029641	Trex2	three prime repair exonuclease 2
ILMN_1376507	0.283	0.208	-1.3093	-7.219161	-0.06956949	Rpp25	ribonuclease P/MRP 25 subunit
ILMN_1372977	0.283	0.208	1.30916	-7.219337	0.07311226		
ILMN_1369088	0.283	0.209	1.308349	-7.220355	0.07139724	Slc6a7	solute carrier family 6 member 7
ILMN_1350077	0.283	0.209	-1.308244	-7.220487	-0.05929874		
ILMN_1367358	0.283	0.209	-1.30812	-7.220643	-0.10306444	Gnl1	G protein nucleolar 1
ILMN_1368426	0.283	0.209	1.307723	-7.221141	0.05515016		
ILMN_1374172	0.283	0.209	-1.307526	-7.221389	-0.05560184		
ILMN_1354756	0.284	0.209	-1.306563	-7.222596	-0.05757738		
ILMN_1360431	0.284	0.209	1.306438	-7.222753	0.05175582		
ILMN_1361244	0.284	0.209	1.306149	-7.223116	0.05241784		
ILMN_1357110	0.284	0.21	-1.305959	-7.223354	-0.0853626		
ILMN_1359858	0.284	0.21	-1.305559	-7.223855	-0.05356649	Insc	inscuteable homolog (Drosophila)
ILMN_1368187	0.284	0.21	1.305462	-7.223977	0.06751676		
ILMN_1351176	0.284	0.21	1.304853	-7.22474	0.07227721		
ILMN_1350986	0.284	0.21	-1.304696	-7.224937	-0.11574937		
ILMN_1373418	0.285	0.21	1.304419	-7.225284	0.07173217	Olr72	olfactory receptor 72
ILMN_1348988	0.285	0.21	-1.304359	-7.225359	-0.04830532	Als2cr11	amyotrophic lateral sclerosis 2 chromosome region, candidate 11
ILMN_1368243	0.285	0.21	1.304184	-7.225579	0.06232529	Olr1555	olfactory receptor 1555
ILMN_1368942	0.285	0.21	1.303995	-7.225815	0.04726312		
ILMN_1373324	0.285	0.21	1.303829	-7.226023	0.05775089		
ILMN_1366253	0.285	0.21	1.303791	-7.226071	0.05561297	RGD1308065	hypothetical LOC287935
ILMN_1371011	0.285	0.21	1.303691	-7.226196	0.06854382		
ILMN_1349350	0.285	0.21	1.303265	-7.22673	0.06794251	Fut1	fucosyltransferase 1
ILMN_1376953	0.285	0.21	1.303123	-7.226907	0.06531157		
ILMN_1359667	0.285	0.211	1.302942	-7.227134	0.05962775		
ILMN_1374694	0.285	0.211	1.302505	-7.22768	0.04351572	LOC500684	hypothetical protein LOC500684
ILMN_1368648	0.285	0.211	-1.302438	-7.227763	-0.19559424	Cbx5	chromobox 5
ILMN_1356415	0.285	0.211	-1.3024	-7.227812	-0.05925684		
ILMN_1360545	0.285	0.211	1.302323	-7.227907	0.04809112		
ILMN_1374095	0.285	0.211	-1.302058	-7.228239	-0.11497697	Lmna	lamin A/C
ILMN_1374891	0.286	0.211	1.301646	-7.228755	0.28043129	Cyp11a1	cytochrome P450, family 11, subfamily a, polypeptide 1
ILMN_1350879	0.286	0.211	1.301201	-7.229311	0.07367435	Mrpl30	mitochondrial ribosomal protein L30
ILMN_1365328	0.286	0.211	1.301137	-7.229392	0.05358657		
ILMN_1351370	0.286	0.211	1.30089	-7.2297	0.05045025	A1cf	APOBEC1 complementation factor
ILMN_1369864	0.286	0.211	1.300596	-7.230067	0.07023258		
ILMN_1353363	0.286	0.211	1.300125	-7.230656	0.06237224		
ILMN_1350709	0.286	0.212	-1.299807	-7.231053	-0.09107537	Ndor1	NADPH dependent diflavin oxidoreductase 1
ILMN_1356115	0.286	0.212	1.299715	-7.231168	0.05682669		
ILMN_1363811	0.286	0.212	-1.299638	-7.231264	-0.05439379		
ILMN_1368631	0.286	0.212	1.299434	-7.231519	0.05866633	Olr875	olfactory receptor 875
ILMN_1365865	0.286	0.212	1.299305	-7.23168	0.06922229		
ILMN_1359555	0.287	0.212	1.299163	-7.231858	0.05487616	Olr868	olfactory receptor 868
ILMN_1366585	0.287	0.212	1.298922	-7.232158	0.06281883		
ILMN_1373969	0.287	0.212	1.298741	-7.232384	0.06005837	Olr263	olfactory receptor 263
ILMN_1369357	0.287	0.212	1.298521	-7.232659	0.06577196	Olr174	olfactory receptor 174
ILMN_1372672	0.287	0.212	-1.298319	-7.232911	-0.0701391		
ILMN_1362205	0.287	0.212	1.297833	-7.233518	0.04469957	Pdzd7	PDZ domain containing 7
