,Gene.symbol,MeanFC,Cleaned Gene Symbols
7501,HP1BP3,-0.1655011006,HP1BP3
7507,HPGD,-1.2406710656,HPGD
7511,HPS1,0.2904742331,HPS1
7512,HPS3,-0.0336593744,HPS3
7513,HPS4,-0.0908727426,HPS4
7515,HPS6,0.2411799311,HPS6
7521,HR,-0.5619165928,HR
7523,HRASLS,0.1817752874,HRASLS
7526,HRC,-0.9470934143,HRC
7530,HRH2,-2.4296519674,HRH2
7533,HRK,-2.5052938993,HRK
7537,HS2ST1,0.0094838629,HS2ST1
7545,HS6ST1,0.6538076985,HS6ST1
7549,HSBP1,0.1055653635,HSBP1
7551,HSCB,0.2391395406,HSCB
7556,HSD17B11,-1.1348796012,HSD17B11
7557,HSD17B12,0.0912401146,HSD17B12
7561,HSD17B4,-0.2999590251,HSD17B4
7563,HSD17B7,0.9321741924,HSD17B7
7570,HSDL1,0.0796261939,HSDL1
7571,HSDL2,0.1299000269,HSDL2
7573,HSF2,0.0663681667,HSF2
7580,HSP90AB1,-0.0198190063,HSP90AB1
7583,HSPA12A,1.2295644292,HSPA12A
7585,HSPA13,0.1198046089,HSPA13
7586,HSPA14,0.2335580802,HSPA14
7590,HSPA2,0.0303707362,HSPA2
7591,HSPA4,0.2060754894,HSPA4
7592,HSPA4L,0.8975168061,HSPA4L
7593,HSPA5,0.0351023915,HSPA5
7597,HSPA9,-0.2658208898,HSPA9
7598,HSPB1,-0.0597224797,HSPB1
7600,HSPB3,-0.4837205954,HSPB3
7602,HSPB7,-0.4457104145,HSPB7
7603,HSPB8,0.3110394022,HSPB8
7605,HSPBAP1,0.6362617963,HSPBAP1
7606,HSPBP1,-0.3893293203,HSPBP1
7607,HSPD1,-0.0589095094,HSPD1
7609,HSPH1,0.3582938334,HSPH1
7611,HTATIP2,0.2754042554,HTATIP2
7612,HTATSF1,-0.1641275345,HTATSF1
7629,HTR4,-1.8971102874,HTR4
7634,HTRA1,0.0549445611,HTRA1
7638,HTT,0.1599745775,HTT
7642,HUS1,-0.6610968098,HUS1
7653,HYOU1,0.2895535146,HYOU1
7654,IAH1,-0.5098287861,IAH1
7656,IARS,-0.149732509,IARS
7661,ICA1,-0.5523569157,ICA1
7662,ICA1L,-1.6449375018,ICA1L
7663,ICAM1,1.3720264206,ICAM1
7668,ICMT,-0.4641631237,ICMT
7672,ID1,0.4358684217,ID1
7673,ID2,0.426210128,ID2
7674,ID3,0.046994347,ID3
7676,IDE,0.0162851293,IDE
7677,IDH1,-0.097604298,IDH1
7679,IDH2,0.0368067459,IDH2
7680,IDH3A,-0.2738438562,IDH3A
7681,IDH3B,-0.0555980536,IDH3B
7682,IDH3G,-0.1576076668,IDH3G
7683,IDI1,0.2104994177,IDI1
7686,IDNK,0.4316436202,IDNK
7690,IER2,-0.0428229491,IER2
7691,IER3,-0.1133574967,IER3
7693,IER5,0.2587583523,IER5
7695,IFFO1,0.2163576367,IFFO1
7702,IFI35,-0.83241268,IFI35
7706,IFIH1,1.0511797507,IFIH1
7707,IFIT1,-1.1635103146,IFIT1
7709,IFIT2,0.5754089344,IFIT2
7710,IFIT3,1.452940776,IFIT3
7715,IFITM3,0.1107759765,IFITM3
7733,IFNAR1,0.0168911372,IFNAR1
7738,IFNGR1,0.1481978002,IFNGR1
7739,IFNGR2,0.0262936628,IFNGR2
7746,IFRD2,-0.446688804,IFRD2
7750,IFT20,0.4040114007,IFT20
7751,IFT27,-0.0759732827,IFT27
7752,IFT43,0.0926603351,IFT43
7753,IFT46,0.1944599372,IFT46
7755,IFT57,-0.034477206,IFT57
7756,IFT74,0.006825436,IFT74
7757,IFT80,-0.1414947055,IFT80
7758,IFT81,-1.7724949488,IFT81
7759,IFT88,-0.457667666,IFT88
7760,IGBP1,0.0517494898,IGBP1
7765,IGF1R,0.0542464521,IGF1R
7767,IGF2BP1,-0.3112259962,IGF2BP1
7770,IGF2R,0.2416012244,IGF2R
7774,IGFBP3,0.050418752,IGFBP3
7775,IGFBP4,0.1861948088,IGFBP4
7776,IGFBP5,-0.4622938174,IGFBP5
7777,IGFBP6,0.0660297042,IGFBP6
7778,IGFBP7,0.0701965056,IGFBP7
7785,IGHMBP2,0.1757182974,IGHMBP2
7791,IGSF1,-0.4166400823,IGSF1
7793,IGSF11,-0.4372217672,IGSF11
7798,IGSF3,0.1020923896,IGSF3
7801,IGSF9,-0.9697441662,IGSF9
7803,IKBIP,0.876927044,IKBIP
7804,IKBKAP,-0.7665214139,IKBKAP
7805,IKBKB,0.2697970346,IKBKB
7809,IKZF2,-2.3055618837,IKZF2
7812,IKZF5,-0.0384755039,IKZF5
7815,IL10RB,0.1581821882,IL10RB
7829,IL17B,-0.5618388963,IL17B
7833,IL17RA,0.5233126724,IL17RA
7840,IL18BP,0.1541210855,IL18BP
7847,IL1R1,-0.3943038573,IL1R1
7849,IL1RAP,0.5118463436,IL1RAP
7879,IL33,-0.8596174461,IL33
7893,IL6ST,0.1894137216,IL6ST
7902,ILF3,-0.0087362662,ILF3
7904,ILK,-0.2250015113,ILK
7905,ILKAP,0.0950205141,ILKAP
7906,ILVBL,-0.8491502867,ILVBL
7909,IMMT,-0.2092766613,IMMT
7910,IMP4,-0.175646087,IMP4
7911,IMPA1,-0.1265980927,IMPA1
7912,IMPA2,0.5189646607,IMPA2
7916,IMPDH2,-0.2361264756,IMPDH2
7918,IMPG2,-2.3867511607,IMPG2
7919,INA,0.9262511856,INA
7922,INCENP,-1.8573895287,INCENP
7925,ING1,0.5620663362,ING1
7926,ING2,0.8239102026,ING2
7927,ING3,-0.3861854384,ING3
7928,ING4,-0.0953601288,ING4
7930,INHA,0.2277731036,INHA
7931,INHBA,-0.1746498183,INHBA
7938,INO80C,0.3153302978,INO80C
7939,INO80D,-0.0292000355,INO80D
7940,INO80E,-0.2681535612,INO80E
7942,INPP4A,0.1247550694,INPP4A
7943,INPP4B,-1.1360736492,INPP4B
7944,INPP5A,-0.1122972231,INPP5A
7945,INPP5D,0.1466519764,INPP5D
7947,INPP5F,0.1319353955,INPP5F
7948,INPP5J,-1.8791919971,INPP5J
7950,INPPL1,0.192481661,INPPL1
7953,INSIG2,-0.1981880553,INSIG2
7960,INSR,-0.1103646237,INSR
7963,INTS10,0.0478172146,INTS10
7965,INTS2,-0.537761541,INTS2
7968,INTS5,0.2254328731,INTS5
7974,INVS,0.0150571448,INVS
7975,IP6K1,-0.1076110995,IP6K1
7976,IP6K2,0.0736905855,IP6K2
7979,IPMK,0.8198042255,IPMK
7980,IPO13,0.1126425963,IPO13
7983,IPO7,0.1216174373,IPO7
7985,IPP,-0.6971261346,IPP
7986,IPPK,0.1479223971,IPPK
7988,IQCB1,-0.2707245156,IQCB1
8002,IQGAP1,0.1673810439,IQGAP1
8012,IRAK4,0.2749117555,IRAK4
8013,IREB2,-0.033351069,IREB2
8014,IRF1,0.9163182369,IRF1
8015,IRF2,0.356819277,IRF2
8016,IRF2BP1,-0.0318583608,IRF2BP1
8018,IRF2BPL,-0.0078901193,IRF2BPL
8019,IRF3,0.3688219399,IRF3
8022,IRF6,-0.4976781814,IRF6
8028,IRGQ,0.1711045985,IRGQ
8029,IRS1,-0.3823129345,IRS1
8034,IRX3,-0.0858991608,IRX3
8035,IRX4,0.0329075431,IRX4
8036,IRX5,0.9861931148,IRX5
8038,ISCA1,0.0112516839,ISCA1
8039,ISCA2,-0.4380225067,ISCA2
8040,ISCU,0.2262575509,ISCU
8041,ISG15,0.5806335113,ISG15
8044,ISL1,-0.6835037049,ISL1
8053,ISPD,0.8902389619,ISPD
8056,ISYNA1,0.2921389856,ISYNA1
8058,ITFG1,0.1384130902,ITFG1
8061,ITGA1,#VALUE!,ITGA1
8063,ITGA11,0.1284746189,ITGA11
8068,ITGA5,0.0598078827,ITGA5
8070,ITGA7,0.0319484818,ITGA7
8079,ITGB1,0.0249629359,ITGB1
8080,ITGB1BP1,-0.0286963711,ITGB1BP1
8081,ITGB1BP2,-1.7317904145,ITGB1BP2
8085,ITGB3BP,-0.2169412298,ITGB3BP
8087,ITGB5,-0.0209619907,ITGB5
8102,ITM2B,0.1646283237,ITM2B
8104,ITPA,0.1259810329,ITPA
8108,ITPKB,0.8624005412,ITPKB
8109,ITPKC,0.4718953907,ITPKC
8110,ITPR1,0.357547951,ITPR1
8111,ITPR2,0.7039747061,ITPR2
8112,ITPR3,-0.2679140986,ITPR3
8116,ITSN1,0.0847450371,ITSN1
8118,IVD,0.0056068584,IVD
8120,IVNS1ABP,-0.4982331625,IVNS1ABP
8121,IWS1,-0.0297055008,IWS1
8127,JAG1,0.1377217285,JAG1
8129,JAK1,0.243431714,JAK1
8130,JAK2,-0.0710674198,JAK2
8131,JAK3,-0.223225015,JAK3
8133,JAKMIP2,#VALUE!,JAKMIP2
8137,JAM3,0.0637969109,JAM3
8141,JDP2,-0.725618089,JDP2
8148,JMJD8,0.0586201821,JMJD8
8150,JOSD1,-0.0204783644,JOSD1
8151,JOSD2,-0.3226628493,JOSD2
8152,JPH1,0.0919171372,JPH1
8153,JPH2,-0.8963675744,JPH2
8156,JRK,-1.0083819523,JRK
8160,JTB,0.0288479288,JTB
8161,JUN,-0.1020524595,JUN
8162,JUNB,0.4022963111,JUNB
8164,JUP,0.0378242717,JUP
8167,KALRN,-0.1108088736,KALRN
8175,KANSL2,0.1300539102,KANSL2
8177,KARS,-0.0115743581,KARS
8179,KAT5,-0.7613810441,KAT5
8180,KAT6A,0.1165668552,KAT6A
8182,KAT7,-0.6611929689,KAT7
8184,KATNA1,-0.0059869144,KATNA1
8187,KATNB1,0.0605202925,KATNB1
8189,KAZALD1,0.2808855467,KAZALD1
8190,KAZN,0.3029063998,KAZN
8194,KBTBD2,-0.0324860358,KBTBD2
8196,KBTBD4,0.1313766071,KBTBD4
8197,KBTBD6,-0.0527899537,KBTBD6
8206,KCNA4,-2.3964301768,KCNA4
8207,KCNA5,-4.32774531,KCNA5
8208,KCNA6,-0.1525457941,KCNA6
8213,KCNAB2,0.4750231229,KCNAB2
8219,KCNC3,0.6755040572,KCNC3
8223,KCND3,-0.299002314,KCND3
8224,KCNE1,-2.3322560881,KCNE1
8228,KCNE4,-2.2238154096,KCNE4
8235,KCNH2,-0.496167802,KCNH2
8240,KCNH7,-1.1910679467,KCNH7
8243,KCNIP2,0.8395069006,KCNIP2
8245,KCNIP4,-1.821434467,KCNIP4
8249,KCNJ11,-2.2088066393,KCNJ11
8254,KCNJ2,0.3406108924,KCNJ2
8256,KCNJ3,-1.04680302,KCNJ3
8257,KCNJ4,0.6118013945,KCNJ4
8258,KCNJ5,-1.2974562115,KCNJ5
8260,KCNJ8,-0.6445692121,KCNJ8
8262,KCNK1,0.8805392816,KCNK1
8265,KCNK13,-0.150946662,KCNK13
8271,KCNK3,-2.5827507276,KCNK3
8278,KCNMB1,-1.2044886798,KCNMB1
8282,KCNMB4,-0.341818921,KCNMB4
8283,KCNN1,-2.0156595155,KCNN1
8287,KCNQ1,-0.5013002399,KCNQ1
8291,KCNQ3,0.6220447021,KCNQ3
8293,KCNQ5,-0.8166561965,KCNQ5
8304,KCTD1,0.5035235535,KCTD1
8308,KCTD15,0.0981437604,KCTD15
8316,KCTD3,0.0322154917,KCTD3
8318,KCTD5,0.4583428921,KCTD5
8319,KCTD6,0.1672436348,KCTD6
8322,KCTD9,-0.0761115742,KCTD9
8324,KDELC2,-0.4465499801,KDELC2
8325,KDELR1,0.031753304,KDELR1
8327,KDELR3,-0.3934130958,KDELR3
8329,KDM1B,-0.2242285534,KDM1B
8330,KDM2A,0.0432716705,KDM2A
8337,KDM4C,0.2920680384,KDM4C
8340,KDM5B,0.2398674962,KDM5B
8345,KDM8,-1.5512212029,KDM8
8347,KDSR,0.626326826,KDSR
8348,KEAP1,-0.0956832787,KEAP1
8355,KHDRBS1,-0.2526998705,KHDRBS1
8357,KHDRBS3,0.3130167475,KHDRBS3
8358,KHK,-1.6642326712,KHK
8450,KIDINS220,-0.0595308088,KIDINS220
8451,KIF11,-1.1172368989,KIF11
8453,KIF13A,-0.3101921074,KIF13A
8456,KIF16B,-1.3876730755,KIF16B
8459,KIF18B,-3.8100025425,KIF18B
8462,KIF1B,-0.0328511053,KIF1B
8463,KIF1C,-0.1488483381,KIF1C
8464,KIF20A,-1.7313148112,KIF20A
8465,KIF20B,-1.3729115622,KIF20B
8468,KIF22,-0.7657807864,KIF22
8469,KIF23,-1.6189629003,KIF23
8475,KIF2A,0.0246668783,KIF2A
8477,KIF2C,-1.5215628694,KIF2C
8479,KIF3B,0.1351789944,KIF3B
8480,KIF3C,-0.428906501,KIF3C
8484,KIF5B,-0.1285151229,KIF5B
8490,KIFAP3,-0.5132840475,KIFAP3
8491,KIFC1,-0.9451406456,KIFC1
8492,KIFC2,0.5639003236,KIFC2
8493,KIFC3,-0.0889069534,KIFC3
8517,KLC1,-0.1796847039,KLC1
8520,KLC4,-0.1156778712,KLC4
8522,KLF10,0.5506859596,KLF10
8523,KLF11,-0.4279915853,KLF11
8524,KLF12,-0.2435119625,KLF12
8525,KLF13,-0.0280675494,KLF13
8527,KLF15,1.2695942066,KLF15
8530,KLF2,-0.4956262536,KLF2
8531,KLF3,0.0200269029,KLF3
8533,KLF5,0.4434735646,KLF5
8534,KLF6,-0.3781947427,KLF6
8535,KLF7,-0.264631041,KLF7
8537,KLF9,0.2390354443,KLF9
8538,KLHDC1,-0.2580358454,KLHDC1
8546,KLHDC8B,-0.5296746325,KLHDC8B
8550,KLHL11,-0.167224799,KLHL11
8551,KLHL12,0.0501346842,KLHL12
8554,KLHL15,0.7553149927,KLHL15
8558,KLHL21,0.0921347852,KLHL21
8559,KLHL22,0.0428493516,KLHL22
8560,KLHL24,0.0120034888,KLHL24
8561,KLHL25,0.2786981911,KLHL25
8562,KLHL26,-0.2701696688,KLHL26
8567,KLHL31,-1.7330111078,KLHL31
8572,KLHL36,0.1927281166,KLHL36
8573,KLHL38,-2.8326931297,KLHL38
8574,KLHL4,-0.2542931218,KLHL4
8576,KLHL41,-1.1173325469,KLHL41
8577,KLHL42,0.0038941637,KLHL42
8578,KLHL5,0.254214642,KLHL5
8580,KLHL7,0.0516179154,KLHL7
8582,KLHL8,-0.0082860827,KLHL8
8583,KLHL9,-0.4026669314,KLHL9
8606,KLRG1,-2.9834566286,KLRG1
8612,KNSTRN,-0.4710367435,KNSTRN
8613,KNTC1,0.026634031,KNTC1
8614,KPNA1,0.0814340312,KPNA1
8616,KPNA3,-0.0822611029,KPNA3
8617,KPNA4,0.0493534266,KPNA4
8621,KPNB1,-0.3294540672,KPNB1
8623,KPTN,0.3365681869,KPTN
8624,KRAS,-0.2326338146,KRAS
8628,KRCC1,0.1594289441,KRCC1
8629,KREMEN1,0.3708082881,KREMEN1
8632,KRIT1,-0.2225455603,KRIT1
8635,KRT10,-0.3950882691,KRT10
8647,KRT19,0.1677582622,KRT19
8675,KRT7,0.2372009482,KRT7
8685,KRT8,0.0986349153,KRT8
8784,KRTCAP2,-0.2417996898,KRTCAP2
8786,KSR1,0.3758634222,KSR1
8791,KY,-0.3130074716,KY
8795,L2HGDH,-0.3167161979,L2HGDH
8797,L3MBTL2,-0.1818440778,L3MBTL2
8804,LACTB2,0.4931605933,LACTB2
8805,LAD1,-1.5107130941,LAD1
8807,LAGE3,-0.0609130619,LAGE3
8811,LAMA1,0.0687223583,LAMA1
8816,LAMB2,-0.0375800867,LAMB2
8819,LAMC1,0.0128143449,LAMC1
8820,LAMC2,-0.7467795592,LAMC2
8822,LAMP1,0.1606628841,LAMP1
8823,LAMP2,0.1353994798,LAMP2
8827,LAMTOR2,0.2426539277,LAMTOR2
8828,LAMTOR3,0.0545337933,LAMTOR3
8829,LAMTOR4,-0.0289795618,LAMTOR4
8831,LANCL1,-0.1372671398,LANCL1
8833,LAP3,0.285484436,LAP3
8834,LAPTM4A,0.0187699078,LAPTM4A
8835,LAPTM4B,-0.093830193,LAPTM4B
8840,LARP4B,0.1191907642,LARP4B
8841,LARP6,-0.0937395433,LARP6
8843,LARS,-0.4178324121,LARS
8847,LASP1,-0.0223920532,LASP1
8851,LATS2,0.2125957354,LATS2
8859,LCA5,0.6529862586,LCA5
8881,LCMT2,0.1995796002,LCMT2
8896,LDB1,0.1321926973,LDB1
8898,LDB3,-0.9036879309,LDB3
8899,LDHA,-0.4672468478,LDHA
8902,LDHB,-0.0912081039,LDHB
8904,LDHD,-2.9655652305,LDHD
8905,LDLR,-0.8250609898,LDLR
8910,LDLRAP1,0.3169870409,LDLRAP1
8915,LEF1,0.2878485094,LEF1
8923,LEMD2,-0.0059864529,LEMD2
8926,LENG1,0.2553787025,LENG1
8929,LEO1,-0.0799546988,LEO1
8935,LEPROTL1,-0.4212633538,LEPROTL1
8936,LETM1,-0.150092809,LETM1
8937,LETM2,1.4437129593,LETM2
8940,LGALS1,-0.126077069,LGALS1
8947,LGALS3,0.3268732777,LGALS3
8948,LGALS3BP,-0.022343839,LGALS3BP
8952,LGALS8,0.0314307658,LGALS8
8957,LGALSL,0.1215167393,LGALSL
8961,LGI4,-0.8667108039,LGI4
8962,LGMN,0.0849333391,LGMN
8967,LHFP,-0.1710093399,LHFP
8969,LHFPL2,-0.1449974715,LHFPL2
8975,LHPP,-0.6340801252,LHPP
8985,LIF,1.2890631918,LIF
8986,LIFR,0.5269296224,LIFR
8987,LIG1,0.3325743511,LIG1
8988,LIG3,-0.2307555924,LIG3
8989,LIG4,-0.2235916978,LIG4
9003,LIMA1,-0.2498915399,LIMA1
9006,LIMD2,0.5113213869,LIMD2
9007,LIMK1,-0.1945861396,LIMK1
9008,LIMK2,0.3336897863,LIMK2
9013,LIN37,0.0548250347,LIN37
9015,LIN54,0.3980362364,LIN54
9016,LIN7A,0.1085747618,LIN7A
9017,LIN7B,0.2601001403,LIN7B
9285,LIPA,0.4383418107,LIPA
9287,LIPE,-0.0851690862,LIPE
9297,LITAF,0.4007210557,LITAF
9298,LIX1,-2.8797760914,LIX1
9300,LLGL2,-0.1377081627,LLGL2
9301,LMAN1,0.0339904603,LMAN1
9304,LMAN2L,-0.1109801185,LMAN2L
9306,LMBR1L,-0.0277400722,LMBR1L
9307,LMBRD1,-0.2281442565,LMBRD1
9312,LMF2,0.4537027318,LMF2
9314,LMNA,0.2162146567,LMNA
9319,LMO4,-0.2660860806,LMO4
9320,LMO7,0.5812262936,LMO7
9321,LMOD1,-1.9602683848,LMOD1
9324,LMTK2,0.1955991421,LMTK2
9330,LNX1,-1.3721695434,LNX1
9333,LNX2,0.4560042729,LNX2
10247,LONP1,-0.0251657241,LONP1
10252,LOX,-0.0290994142,LOX
10254,LOXL1,0.5206659773,LOXL1
10256,LOXL3,0.0158716545,LOXL3
10262,LPAR3,-0.8077741049,LPAR3
10266,LPCAT1,0.091138119,LPCAT1
10268,LPCAT3,0.2698746339,LPCAT3
10269,LPCAT4,0.1138007315,LPCAT4
10274,LPIN1,-0.1524114045,LPIN1
10275,LPIN2,0.4484103236,LPIN2
10277,LPL,-0.685777597,LPL
10279,LPP,-0.9733397436,LPP
10285,LPXN,0.9079593028,LPXN
10287,LRBA,-0.3771740764,LRBA
10288,LRCH1,-0.3506863231,LRCH1
10292,LRFN1,-1.3966333918,LRFN1
10294,LRFN3,-1.7064643702,LRFN3
10299,LRIF1,0.1783794494,LRIF1
10308,LRP10,0.2096225138,LRP10
10309,LRP11,0.36293474,LRP11
10310,LRP12,0.1392041156,LRP12
10315,LRP4,-0.1568407683,LRP4
10317,LRP5,-0.0342177578,LRP5
10319,LRP6,-0.3471323297,LRP6
10321,LRPAP1,0.5307953117,LRPAP1
10322,LRPPRC,0.2048294963,LRPPRC
10324,LRRC1,0.1411562822,LRRC1
10327,LRRC14,0.2305202552,LRRC14
10328,LRRC14B,-5.0286133309,LRRC14B
10332,LRRC17,-0.261022394,LRRC17
10337,LRRC20,-0.7725039033,LRRC20
10340,LRRC27,-2.0684435203,LRRC27
10341,LRRC28,-0.1964036734,LRRC28
10360,LRRC38,0.4397595921,LRRC38
10364,LRRC40,-0.2016662543,LRRC40
10365,LRRC41,0.2176881622,LRRC41
10366,LRRC42,-0.2276113248,LRRC42
10372,LRRC49,-1.2893391348,LRRC49
10378,LRRC57,0.0851801183,LRRC57
10380,LRRC59,-0.0077099103,LRRC59
10382,LRRC61,0.2883285817,LRRC61
10389,LRRC8A,0.1810903344,LRRC8A
10390,LRRC8D,-0.1221037076,LRRC8D
10391,LRRC8E,-1.007143636,LRRC8E
10395,LRRFIP1,-0.3578902324,LRRFIP1
10396,LRRFIP2,-0.0380255782,LRRFIP2
10411,LRSAM1,-0.2728891669,LRSAM1
10415,LSAMP,-1.6074637864,LSAMP
10417,LSG1,0.0716270576,LSG1
10418,LSM1,0.0474725089,LSM1
10419,LSM10,-0.520042418,LSM10
10420,LSM11,0.2340228002,LSM11
10421,LSM12,-0.2724147391,LSM12
10422,LSM14A,-0.2683385163,LSM14A
10425,LSM3,-0.2130261646,LSM3
10426,LSM4,-0.0340144062,LSM4
10427,LSM5,-0.4093525906,LSM5
10433,LSR,0.5937476105,LSR
10437,LTA4H,0.1372159386,LTA4H
10439,LTBP1,-0.1797901468,LTBP1
10440,LTBP2,0.1583993647,LTBP2
10442,LTBP4,0.0840588791,LTBP4
10443,LTBR,-0.4262174461,LTBR
10448,LTV1,-0.1586837433,LTV1
10449,LUC7L,0.0476965848,LUC7L
10450,LUC7L3,-0.2353959073,LUC7L3
10451,LUM,0.184189745,LUM
10452,LURAP1,-0.4658310449,LURAP1
10455,LUZP1,-0.1169728853,LUZP1
10458,LXN,-0.5513297084,LXN
10473,LYAR,0.0902918945,LYAR
10477,LYN,0.4475494223,LYN
10487,LYPLA1,-0.375705948,LYPLA1
10488,LYPLA2,0.211958616,LYPLA2
10489,LYPLAL1,-0.4697018036,LYPLAL1
10495,LYRM9,0.5015297044,LYRM9
10496,LYSMD1,-0.1560203378,LYSMD1
10497,LYSMD2,0.7894599544,LYSMD2
10498,LYSMD3,-0.1276022484,LYSMD3
10507,LZIC,-0.2606006122,LZIC
10508,LZTR1,-0.0932476327,LZTR1
10520,MACROD1,-0.1897552683,MACROD1
10524,MAD2L1,-0.9912742932,MAD2L1
10525,MAD2L1BP,0.2095386354,MAD2L1BP
10526,MAD2L2,0.0750243202,MAD2L2
10528,MADD,-0.5529178547,MADD
10529,MAEA,-0.0421377085,MAEA
10531,MAF,0.8275797088,MAF
10532,MAF1,0.083921837,MAF1
10535,MAFF,0.8000056521,MAFF
10536,MAFG,0.3404354866,MAFG
10539,MAFK,-0.2506877705,MAFK
10558,MAGED1,-0.0468527177,MAGED1
10559,MAGED2,0.0702475767,MAGED2
10561,MAGEE1,0.308364499,MAGEE1
10566,MAGI1,-0.4215060597,MAGI1
10568,MAGI2,0.2971147942,MAGI2
10571,MAGI3,-0.0124247822,MAGI3
10577,MAK16,-0.0294366063,MAK16
10585,MAMDC4,0.1764816876,MAMDC4
10586,MAML1,-0.0284245693,MAML1
10592,MAN1A2,0.1067448464,MAN1A2
10593,MAN1B1,0.0806445665,MAN1B1
10595,MAN2A1,0.1582255017,MAN2A1
10596,MAN2A2,0.1382964312,MAN2A2
10597,MAN2B1,0.2807301609,MAN2B1
10599,MANBA,0.1600257412,MANBA
10600,MANBAL,-0.4326758528,MANBAL
10603,MANF,0.0587359732,MANF
10607,MAOB,-0.2844246859,MAOB
10609,MAP1A,-0.6553118394,MAP1A
10610,MAP1B,-0.6270913945,MAP1B
10611,MAP1LC3A,0.184534173,MAP1LC3A
10615,MAP1S,0.0195131452,MAP1S
10616,MAP2,-0.3934125307,MAP2
10617,MAP2K1,0.0766317727,MAP2K1
10618,MAP2K2,-0.0999494381,MAP2K2
10619,MAP2K3,0.6454100545,MAP2K3
10622,MAP2K5,-0.3331905954,MAP2K5
10623,MAP2K6,-2.4894696839,MAP2K6
10627,MAP3K11,-0.0814401986,MAP3K11
10628,MAP3K12,-0.0672486482,MAP3K12
10630,MAP3K14,0.2182459429,MAP3K14
10635,MAP3K3,0.5145981699,MAP3K3
10636,MAP3K4,-0.264236062,MAP3K4
10641,MAP4,-0.1133960173,MAP4
10643,MAP4K2,-1.5165156424,MAP4K2
10645,MAP4K4,-0.0398499448,MAP4K4
10647,MAP6,-0.1024198314,MAP6
10648,MAP6D1,0.7898027735,MAP6D1
10649,MAP7,-0.3306436135,MAP7
10654,MAPK1,0.0511791505,MAPK1
10657,MAPK12,-0.2376696593,MAPK12
10658,MAPK13,1.5200363315,MAPK13
10659,MAPK14,0.1208471206,MAPK14
10661,MAPK1IP1L,-0.1407345433,MAPK1IP1L
10662,MAPK3,-0.6868865158,MAPK3
10663,MAPK4,-0.3756308329,MAPK4
10664,MAPK6,0.1813061625,MAPK6
10666,MAPK8,0.1962649464,MAPK8
10667,MAPK8IP1,-0.828363933,MAPK8IP1
10669,MAPK8IP3,-0.1011711917,MAPK8IP3
10670,MAPK9,0.138037047,MAPK9
10671,MAPKAP1,-0.0087008409,MAPKAP1
10672,MAPKAPK2,0.0151719705,MAPKAPK2
10673,MAPKAPK3,-0.1652629244,MAPKAPK3
10676,MAPRE1,-0.0235877371,MAPRE1
10678,MAPRE3,-0.1642208197,MAPRE3
10683,MARC2,-0.1741767323,MARC2
10686,MARCH11,-1.3201041465,MARCH11
10687,MARCH3,0.2043102918,MARCH3
10689,MARCH5,0.0361050242,MARCH5
10691,MARCH7,-0.1789535351,MARCH7
10692,MARCH8,0.5217496774,MARCH8
10697,MARK1,-0.2586289483,MARK1
10698,MARK2,-0.263537456,MARK2
10700,MARK3,-0.1778992727,MARK3
10704,MARVELD1,0.065986391,MARVELD1
10711,MAST1,-1.2900319027,MAST1
10712,MAST2,0.0976990864,MAST2
10716,MAT1A,-2.9280897475,MAT1A
10717,MAT2A,-0.2187765474,MAT2A
10725,MAU2,-0.1807073891,MAU2
10726,MAVS,-0.0120776179,MAVS
10727,MAX,0.0413244574,MAX
10729,MB,-0.3617555817,MB
10731,MB21D2,0.3119959193,MB21D2
10732,MBD1,0.0259254912,MBD1
10742,MBIP,-0.6119453112,MBIP
10749,MBNL3,-0.0550714632,MBNL3
10750,MBOAT1,-0.49734927,MBOAT1
10751,MBOAT2,-0.0703214561,MBOAT2
10756,MBTPS1,-0.2004578702,MBTPS1
10757,MBTPS2,-0.6944118376,MBTPS2
10763,MCAM,-0.5281728048,MCAM
10766,MCCC2,-0.1178102301,MCCC2
10768,MCEE,0.1992764515,MCEE
10770,MCF2L,-1.1475814919,MCF2L
10773,MCFD2,0.1113082675,MCFD2
10777,MCL1,0.051638364,MCL1
10778,MCM10,-1.668878816,MCM10
10779,MCM2,-0.7469723073,MCM2
10781,MCM3AP,-0.0618472423,MCM3AP
10784,MCM5,-0.8334810592,MCM5
10785,MCM6,-0.4016539343,MCM6
10786,MCM7,-0.1387180221,MCM7
10787,MCM8,-0.7896787822,MCM8
10791,MCOLN1,0.4338480197,MCOLN1
10795,MCRS1,-0.6662478337,MCRS1
10799,MCU,-0.0874203046,MCU
10800,MDC1,-0.7338736335,MDC1
10802,MDFIC,0.1639576763,MDFIC
10804,MDGA2,-0.9865948783,MDGA2
10805,MDH1,-0.2449111154,MDH1
10807,MDH2,0.0663299055,MDH2
10808,MDK,0.2061574396,MDK
10809,MDM1,-0.3461024735,MDM1
10810,MDM2,0.3057713187,MDM2
10811,MDM4,-0.9676582699,MDM4
10814,ME1,-0.0176671311,ME1
10815,ME2,-0.0489816041,ME2
10816,ME3,0.2195566568,ME3
10819,MECOM,-0.1426783606,MECOM
10820,MECR,-0.0178465952,MECR
10821,MED1,-0.1250167008,MED1
10822,MED10,0.0157924876,MED10
10823,MED11,-0.1497757786,MED11
10825,MED13,0.2748146057,MED13
10828,MED15,0.0567416568,MED15
10829,MED16,-0.3563580323,MED16
